Date	Time	Date calibrated	Time calibrated	[CH4] dissolved with water vapour (ppm)	[CH4] dissolved with water vapour (nmol/L)	[CH4] dissolved with constant dry gas flow (ppm)	[CH4] dissolved with constant dry gas flow (nmol/L)	[C2H6] dissolved (ppm)	Delta 13 CH4 (per-mille)	Depth (meter)	Hydrostatic Pressure Calibrated (bar)	[CH4] measured (ppm)	[H2O] measured (%)	[C13] measured (ppm)	[C2H6] measured (ppm)	Flow Carrier Gas (sccm)	Total Flow (sccm)	Cavity Pressure (mbar)	Cellule Temperature (Degree Celsius)	Hydrostatic pressure (bar)	LShift	Error Standard	Ringdown Time (microSec)	Box Temperature (Degree Celsius)	Box Pressure (mbar)	PWM Cellule Temperature	PWM Cellule Pressure	Laser Temperature (Degree Celsius)	Laser Flux	Norm Signal	Value Max
2024/07/05	18:25:24	2024/07/05	18:25:40	6.74277	7.4758	79.1412	87.7449	0.0286306	-103.89	0	0	1.751	1.402	0.774	-0.003	1.99937	5.00063	29.9844	39.995	0.000	6.155	0.0040	14.398	24.378	4.416	36.210	31.990	15.896	54.871	2.478	1.0677
2024/07/05	18:25:25	2024/07/05	18:25:41	6.80487	7.54465	79.817	88.4943	-0.0286423	-115.553	0	0	1.743	1.385	0.619	-0.001	2	4.99937	30	39.999	0.000	6.126	0.0048	14.415	24.378	3.782	35.350	31.990	15.893	54.871	2.478	1.0677
2024/07/05	18:25:26	2024/07/05	18:25:42	7.06547	7.83359	82.8926	91.9042	0.0286431	-192.117	0	0	1.744	1.351	0.700	0.001	2.00062	5.00063	29.9844	40.007	0.000	6.158	0.0047	14.441	24.378	4.343	35.350	31.990	15.915	54.871	2.478	1.0677
2024/07/05	18:25:27	2024/07/05	18:25:43	6.632	7.35299	77.7748	86.23	0.00477432	9.42659	0	0	1.716	1.343	0.763	0.003	2.00031	4.99906	30	39.997	0.000	6.161	0.0052	14.440	24.379	3.660	34.830	31.990	15.896	54.871	2.476	1.0677
2024/07/05	18:25:28	2024/07/05	18:25:44	6.92932	7.68263	81.2961	90.1341	0	-155.271	0	0	1.822	1.430	0.769	-0.003	2.00031	5.00031	30.0156	40.011	0.000	6.146	0.0050	14.415	24.381	2.977	34.830	31.990	15.895	54.871	2.475	1.0677
2024/07/05	18:25:29	2024/07/05	18:25:45	6.65563	7.37919	78.1212	86.614	0.0620307	-121.457	0	0	1.759	1.367	0.771	0.002	1.99937	5.00063	30	39.993	0.000	6.135	0.0037	14.420	24.383	4.392	35.180	31.990	15.860	54.868	2.472	1.0677
2024/07/05	18:25:30	2024/07/05	18:25:46	7.12717	7.90199	83.6069	92.6961	-0.00477349	-214.271	0	0	1.692	1.227	0.661	0.009	2.00031	4.99969	30	39.992	0.000	6.133	0.0049	14.445	24.383	3.831	36.040	31.990	15.899	54.871	2.471	1.0677
2024/07/05	18:25:31	2024/07/05	18:25:47	nan	nan	nan	nan	nan	nan	0	0	1.746	1.198	0.517	0.006	2.00031	5.00031	30	40.026	0.000	6.136	0.0054	14.454	24.383	4.124	36.040	31.990	15.895	54.868	2.471	1.0677
2024/07/05	18:25:32	2024/07/05	18:25:48	6.58956	7.30594	77.3392	85.747	0.0143169	-23.9359	0	0	1.668	1.206	0.732	0.004	2	5.00094	30.0156	40.000	0.000	6.171	0.0054	14.462	24.381	3.684	34.830	31.990	15.894	54.868	2.470	1.0677
2024/07/05	18:25:33	2024/07/05	18:25:49	7.06734	7.83566	82.9077	91.9209	0.0334154	-142.041	0	0	1.787	1.589	0.803	-0.002	2.00062	5	30	40.004	0.000	6.152	0.0040	14.462	24.379	3.831	35.180	31.990	15.893	54.871	2.470	1.0678
2024/07/05	18:25:34	2024/07/05	18:25:50	6.7627	7.4979	79.3663	87.9945	0.0286337	-140.393	0	0	1.664	1.382	0.651	0.006	2	5.00063	30	40.007	0.000	6.153	0.0047	14.445	24.381	3.928	35.000	31.990	15.897	54.868	2.469	1.0679
2024/07/05	18:25:35	2024/07/05	18:25:51	6.87612	7.62365	80.6544	89.4227	-0.00954725	-85.7584	0	0	1.757	1.347	0.787	-0.002	2.00031	4.99937	30	39.999	0.000	6.142	0.0040	14.462	24.381	4.002	35.180	31.990	15.890	54.871	2.469	1.0679
2024/07/05	18:25:36	2024/07/05	18:25:52	6.77154	7.5077	79.446	88.0829	0.028637	-259.7	0	0	1.677	1.408	0.787	-0.001	2	4.99969	30	40.000	0.000	6.155	0.0058	14.445	24.378	4.026	35.180	31.990	15.889	54.871	2.468	1.0679
2024/07/05	18:25:37	2024/07/05	18:25:53	6.93688	7.69102	81.3835	90.231	-0.0334129	-200.028	0	0	1.783	1.272	0.760	-0.002	2.00031	5	30	39.993	0.000	6.131	0.0053	14.420	24.378	11.053	35.180	31.990	15.897	54.871	2.467	1.0679
2024/07/05	18:25:38	2024/07/05	18:25:54	6.7991	7.53826	79.759	88.43	-0.0095463	-148.795	0	0	1.710	1.508	0.646	0.005	2	4.99937	30	40.005	0.000	6.152	0.0052	14.394	24.379	4.416	34.490	31.990	15.890	54.868	2.467	1.0679
2024/07/05	18:25:39	2024/07/05	18:25:55	6.5322	7.24234	76.6285	84.9591	-0.0143194	-41.3338	0	0	1.738	1.328	0.671	0.001	2	4.99937	30.0156	39.987	0.000	6.174	0.0049	14.366	24.381	3.465	34.830	31.990	15.897	54.871	2.468	1.0679
2024/07/05	18:25:40	2024/07/05	18:25:56	7.04048	7.80588	82.5831	91.561	0.0238679	-257.618	0	0	1.713	1.448	0.720	0.006	2.00031	4.99937	30	39.997	0.000	6.157	0.0041	14.373	24.381	5.880	35.170	31.990	15.893	54.868	2.468	1.0679
2024/07/05	18:25:41	2024/07/05	18:25:57	6.76791	7.50368	79.4264	88.0612	-0.0143161	-20.3847	0	0	1.728	1.417	0.714	-0.006	1.99969	5.00031	30	39.993	0.000	6.149	0.0042	14.366	24.381	3.758	35.350	31.990	15.893	54.875	2.469	1.0679
2024/07/05	18:25:42	2024/07/05	18:25:58	6.9692	7.72685	81.7623	90.651	-0.00954599	-65.3703	0	0	1.794	1.274	0.660	0.006	2	4.99969	29.9844	39.985	0.000	6.144	0.0039	14.413	24.381	4.197	35.350	31.990	15.895	54.871	2.470	1.0679
2024/07/05	18:25:43	2024/07/05	18:25:59	6.47662	7.18072	75.9996	84.2618	0.0286373	-114.792	0	0	1.684	1.341	0.821	0.001	2.00031	5.00063	30	40.000	0.000	6.160	0.0057	14.431	24.381	3.977	35.860	31.990	15.894	54.871	2.469	1.0679
2024/07/05	18:25:44	2024/07/05	18:26:00	7.15602	7.93398	83.9656	93.0938	0.014317	-46.6298	0	0	1.760	1.345	0.686	0.000	1.99969	4.99969	30	40.012	0.000	6.153	0.0041	14.440	24.381	3.587	34.490	31.990	15.899	54.868	2.468	1.0678
2024/07/05	18:25:45	2024/07/05	18:26:01	6.70693	7.43607	78.7152	87.2727	0.042946	-160.676	0	0	1.691	1.202	0.694	0.013	1.99969	5.00031	30	40.002	0.000	6.176	0.0048	14.433	24.378	4.099	34.660	31.990	15.897	54.868	2.468	1.0679
2024/07/05	18:25:46	2024/07/05	18:26:02	6.94804	7.70339	81.5192	90.3815	0.0143181	-137.312	0	0	1.810	1.138	0.643	-0.001	2	4.99969	29.9844	39.997	0.000	6.158	0.0063	14.408	24.374	3.855	35.690	31.990	15.891	54.871	2.468	1.0678
2024/07/05	18:25:48	2024/07/05	18:26:04	6.87641	7.62397	80.7098	89.484	-0.0238588	-15.7664	0	0	1.674	1.438	0.782	0.003	1.99969	5.00063	30.0156	40.004	0.000	6.146	0.0048	14.433	24.376	3.806	34.830	31.990	15.899	54.868	2.469	1.0679
2024/07/05	18:25:49	2024/07/05	18:26:05	6.83704	7.58032	80.2475	88.9716	0.0286324	-201.276	0	0	1.795	1.135	0.714	0.007	2	5.00094	30	40.012	0.000	6.153	0.0035	14.433	24.376	4.050	34.830	31.990	15.896	54.871	2.468	1.0679
2024/07/05	18:25:50	2024/07/05	18:26:06	6.85483	7.60005	80.4123	89.1542	0	-110.64	0	0	1.718	1.375	0.684	0.006	2	4.99937	29.9844	40.005	0.000	6.144	0.0046	14.433	24.378	3.904	35.520	31.990	15.893	54.871	2.468	1.0679
2024/07/05	18:25:51	2024/07/05	18:26:07	6.76848	7.5043	79.3984	88.0301	-0.00954646	-259.196	0	0	1.746	1.300	0.753	-0.002	2	4.99937	30	39.985	0.000	6.156	0.0061	14.440	24.374	12.444	35.170	31.990	15.894	54.871	2.468	1.0681
2024/07/05	18:25:52	2024/07/05	18:26:08	6.65455	7.37799	78.1053	86.5964	0.0381743	2.63436	0	0	1.720	1.309	0.566	0.006	1.99969	5.00063	30	40.002	0.000	6.195	0.0048	14.433	24.374	4.490	35.690	31.990	15.894	54.871	2.468	1.0680
2024/07/05	18:25:53	2024/07/05	18:26:09	6.73931	7.47197	79.0913	87.6897	-0.014317	1.04046	0	0	1.762	1.466	0.640	-0.007	2	5.00063	30	40.012	0.000	6.153	0.0048	14.437	24.374	3.880	35.180	31.990	15.900	54.875	2.468	1.0681
2024/07/05	18:25:54	2024/07/05	18:26:10	6.70538	7.43435	78.6658	87.2179	0.0190923	-146.366	0	0	1.727	1.303	0.680	-0.002	2	4.99969	29.9844	40.009	0.000	6.160	0.0051	14.428	24.374	16.324	35.180	31.990	15.894	54.871	2.468	1.0679
2024/07/05	18:25:55	2024/07/05	18:26:11	7.00799	7.76986	82.2135	91.1513	-0.00954644	-43.1028	0	0	1.659	1.277	0.758	-0.003	2	4.99969	30.0156	39.995	0.000	6.148	0.0060	14.428	24.376	3.611	35.860	31.990	15.898	54.875	2.468	1.0678
2024/07/05	18:25:56	2024/07/05	18:26:12	6.85096	7.59575	80.3646	89.1014	0.0525064	-108.706	0	0	1.788	1.306	0.588	0.005	2	4.99937	30	40.000	0.000	6.143	0.0046	14.426	24.379	3.953	34.830	31.990	15.897	54.871	2.468	1.0677
2024/07/05	18:25:57	2024/07/05	18:26:13	6.7421	7.47507	79.0687	87.6646	-0.00954833	-167.946	0	0	1.720	1.510	0.809	-0.003	2.00031	4.99906	30	40.042	0.000	6.181	0.0058	14.431	24.379	4.172	35.000	31.990	15.895	54.875	2.468	1.0678
2024/07/05	18:25:58	2024/07/05	18:26:14	6.86301	7.60912	80.5302	89.2849	0.00954617	-96.3422	0	0	1.770	1.254	0.786	-0.002	2.00031	5.00063	30	39.993	0.000	6.175	0.0039	14.433	24.379	3.977	34.490	31.990	15.895	54.871	2.468	1.0678
2024/07/05	18:25:59	2024/07/05	18:26:15	6.64568	7.36816	78.0033	86.4833	0.00477196	-156.237	0	0	1.645	1.334	0.680	0.006	1.99969	5.00094	30.0156	39.997	0.000	6.152	0.0041	14.437	24.379	3.538	34.830	31.990	15.894	54.871	2.468	1.0678
2024/07/05	18:26:00	2024/07/05	18:26:16	6.74727	7.48079	79.1801	87.7881	0	-63.914	0	0	1.818	1.237	0.826	0.003	1.99969	5.00031	30	40.011	0.000	6.149	0.0055	14.437	24.379	3.416	34.830	31.990	15.894	54.871	2.468	1.0678
2024/07/05	18:26:01	2024/07/05	18:26:17	6.5812	7.29666	77.2398	85.6369	0.00477206	-176.562	0	0	1.704	1.161	0.659	0.009	1.99969	5.00063	29.9844	40.004	0.000	6.163	0.0056	14.444	24.381	4.246	34.660	31.990	15.898	54.871	2.468	1.0678
2024/07/05	18:26:02	2024/07/05	18:26:18	7.08308	7.85311	83.0949	92.1285	0.0238659	-157.909	0	0	1.765	1.351	0.708	0.003	2	4.99969	30	40.009	0.000	6.172	0.0050	14.436	24.383	3.904	35.170	31.990	15.897	54.868	2.468	1.0678
2024/07/05	18:26:03	2024/07/05	18:26:19	6.68913	7.41634	78.4823	87.0144	0.0286376	-133.916	0	0	1.710	1.391	0.664	0.007	2	5	30	40.004	0.000	6.150	0.0045	14.436	24.383	2.952	35.690	31.990	15.890	54.871	2.468	1.0678
2024/07/05	18:26:04	2024/07/05	18:26:20	7.01572	7.77843	82.3305	91.281	0.0238629	-165.334	0	0	1.747	1.425	0.826	-0.005	2	5.00063	30	40.000	0.000	6.159	0.0039	14.436	24.381	12.761	35.170	31.990	15.896	54.871	2.468	1.0678
2024/07/05	18:26:05	2024/07/05	18:26:21	6.667	7.3918	78.2042	86.7061	0.0429585	-157.502	0	0	1.737	1.352	0.630	0.006	1.99969	4.99906	29.9844	40.007	0.000	6.161	0.0058	14.444	24.385	3.831	34.480	31.990	15.891	54.868	2.468	1.0679
2024/07/05	18:26:06	2024/07/05	18:26:22	6.93246	7.68612	81.3535	90.1978	-0.00954517	-50.2474	0	0	1.741	1.412	0.724	0.000	2	5.00063	30	40.000	0.000	6.142	0.0043	14.469	24.385	4.124	34.480	31.990	15.897	54.871	2.468	1.0679
2024/07/05	18:26:07	2024/07/05	18:26:23	6.6071	7.32538	77.518	85.9453	0.00954611	-208.922	0	0	1.719	1.381	0.565	-0.002	2	5	30	39.997	0.000	6.172	0.0064	14.475	24.385	9.540	36.210	31.990	15.896	54.871	2.468	1.0679
2024/07/05	18:26:08	2024/07/05	18:26:24	6.79972	7.53895	79.7968	88.4719	0.0238626	-113.192	0	0	1.691	1.283	0.818	0.008	2	5.00063	30	40.024	0.000	6.172	0.0060	14.461	24.385	4.075	35.000	31.990	15.897	54.871	2.467	1.0679
2024/07/05	18:26:09	2024/07/05	18:26:25	6.72194	7.45271	78.8762	87.4511	0.0143172	-217.15	0	0	1.712	1.303	0.826	-0.003	1.99969	5	30.0156	40.002	0.000	6.155	0.0049	14.464	24.385	3.538	35.000	31.990	15.898	54.868	2.467	1.0679
2024/07/05	18:26:10	2024/07/05	18:26:26	6.92173	7.67421	81.2085	90.037	-0.0190924	-115.786	0	0	1.703	1.467	0.672	0.004	2	5	30	39.995	0.000	6.144	0.0046	14.464	24.386	3.904	34.140	31.990	15.896	54.868	2.467	1.0679
2024/07/05	18:26:11	2024/07/05	18:26:27	6.54928	7.26127	76.8291	85.1815	0.02387	-136.622	0	0	1.780	1.524	0.813	-0.002	2.00062	5.00031	30	40.007	0.000	6.161	0.0047	14.464	24.386	4.587	34.140	31.990	15.900	54.871	2.467	1.0679
2024/07/05	18:26:12	2024/07/05	18:26:28	6.69394	7.42167	78.542	87.0807	0.00477334	-159.071	0	0	1.740	1.193	0.727	0.011	2.00031	5.00063	30	40.002	0.000	6.165	0.0048	14.488	24.385	4.099	35.000	31.990	15.896	54.871	2.467	1.0679
2024/07/05	18:26:13	2024/07/05	18:26:29	7.11492	7.88841	83.4645	92.5382	0.00954684	-151.083	0	0	1.712	1.488	0.655	-0.002	2	4.99969	29.9844	39.999	0.000	6.166	0.0042	14.488	24.386	5.173	35.170	31.990	15.896	54.875	2.467	1.0679
2024/07/05	18:26:14	2024/07/05	18:26:30	6.61768	7.33711	77.641	86.0817	0.0238641	-94.8895	0	0	1.743	1.255	0.741	0.002	1.99969	4.99969	30	39.993	0.000	6.162	0.0040	14.497	24.385	4.392	35.000	31.990	15.894	54.875	2.466	1.0679
2024/07/05	18:26:15	2024/07/05	18:26:31	6.62649	7.34688	77.747	86.1992	0.0668173	-225.544	0	0	1.688	1.392	0.657	0.001	2	4.99969	30	39.980	0.000	6.156	0.0042	14.488	24.381	3.855	35.000	31.990	15.894	54.871	2.465	1.0679
2024/07/05	18:26:16	2024/07/05	18:26:32	6.58803	7.30424	77.2851	85.687	0.0429599	-130.223	0	0	1.714	1.309	0.762	0.000	2.00031	4.99969	30	40.000	0.000	6.173	0.0038	14.488	24.376	6.027	35.170	31.990	15.895	54.871	2.464	1.0679
